iter	RMSE
752	0.004550723763
753	0.004546837803
754	0.004541111231
755	0.004538203418
756	0.004534847075
757	0.004532301561
758	0.004529177463
759	0.004525239732
760	0.004519711595
761	0.004510022002
762	0.00449758289
763	0.004493032085
764	0.004489674246
765	0.004486155175
766	0.004477537584
767	0.004474889214
768	0.004470126489
769	0.004466405514
770	0.004463439105
771	0.00446114819
772	0.004452715585
773	0.004448539444
774	0.004444448557
775	0.004439865761
776	0.004434833549
777	0.004432385938
778	0.004430033892
779	0.004424255965
780	0.004419236823
